TLR01	XP_069058203.1	87.532	786	98	0	1	786	1	786	0.0	1421
TLR01	XP_069058202.1	87.532	786	98	0	1	786	1	786	0.0	1421
TLR01	XP_069058201.1	87.532	786	98	0	1	786	1	786	0.0	1421
TLR01	XP_069058200.1	87.532	786	98	0	1	786	1	786	0.0	1421
TLR01	XP_069058206.1	49.146	761	374	5	30	781	27	783	0.0	710
TLR01	XP_069058205.1	49.146	761	374	5	30	781	27	783	0.0	710
TLR01	XP_069098982.1	30.348	748	491	15	44	773	70	805	3.97e-105	342
TLR01	XP_069098973.1	30.348	748	491	15	44	773	70	805	3.97e-105	342
TLR01	XP_069098963.1	30.348	748	491	15	44	773	70	805	3.97e-105	342
TLR01	XP_069098955.1	30.348	748	491	15	44	773	70	805	3.97e-105	342
TLR01	XP_069098947.1	30.348	748	491	15	44	773	70	805	3.97e-105	342
TLR01	XP_069074050.1	28.202	773	508	20	39	780	42	798	1.82e-86	292
TLR01	XP_069074049.1	28.202	773	508	20	39	780	42	798	1.82e-86	292
TLR01	XP_069074048.1	28.202	773	508	20	39	780	42	798	1.82e-86	292
TLR01	XP_069100715.1	29.167	360	232	8	423	773	587	932	1.03e-38	156
TLR01	XP_069060806.1	25.224	781	482	28	66	773	345	1096	5.01e-33	138
TLR01	XP_069060807.1	25.224	781	482	28	66	773	293	1044	5.49e-33	138
TLR01	XP_069060808.1	25.321	778	479	28	69	773	286	1034	9.67e-33	137
TLR01	XP_069057501.1	28.840	319	211	7	459	773	620	926	2.61e-32	135
TLR01	XP_069057500.1	28.840	319	211	7	459	773	620	926	2.61e-32	135
TLR01	XP_069098418.1	30.996	271	171	7	519	785	672	930	7.87e-32	134
TLR01	XP_069098419.1	30.258	271	173	6	519	785	694	952	1.46e-31	133
TLR01	XP_069097942.1	32.456	228	140	4	563	785	736	954	6.80e-30	128
TLR01	XP_069060809.1	23.799	458	280	16	365	773	589	1026	2.26e-27	120
TLR01	XP_069056155.1	21.816	903	508	35	29	773	32	894	2.52e-24	110
TLR01	XP_069056148.1	21.816	903	508	35	29	773	32	894	2.52e-24	110
TLR01	XP_069056139.1	21.816	903	508	35	29	773	32	894	2.52e-24	110
TLR01	XP_069056791.1	25.754	431	279	15	366	773	523	935	3.39e-24	110
TLR01	XP_069062979.1	25.926	432	243	16	368	756	40	437	2.61e-22	101
TLR01	XP_069089940.1	23.048	807	475	34	37	758	100	845	3.10e-22	103
TLR01	XP_069089941.1	23.048	807	475	34	37	758	92	837	3.59e-22	103
TLR01	XP_069056169.1	23.025	734	440	29	75	773	117	760	3.70e-22	103
TLR01	XP_069098636.1	23.115	809	518	25	39	773	51	829	5.18e-21	99.8
TLR01	XP_069062951.1	26.854	391	236	13	422	774	643	1021	2.14e-20	97.8
TLR01	XP_069098637.1	27.429	350	225	10	429	773	418	743	4.65e-20	96.7
TLR01	XP_069055488.1	24.939	409	266	14	236	627	79	463	4.96e-17	85.9
TLR01	XP_069096738.1	36.937	111	66	3	622	732	43	149	3.54e-15	79.7
TLR01	XP_069096737.1	36.937	111	66	3	622	732	43	149	3.54e-15	79.7
TLR01	XP_069096736.1	36.937	111	66	3	622	732	43	149	3.54e-15	79.7
TLR01	XP_069096735.1	36.937	111	66	3	622	732	43	149	3.54e-15	79.7
TLR01	XP_069096734.1	36.937	111	66	3	622	732	43	149	3.54e-15	79.7
TLR02	XP_069098982.1	84.211	798	126	0	1	798	22	819	0.0	1362
TLR02	XP_069098973.1	84.211	798	126	0	1	798	22	819	0.0	1362
TLR02	XP_069098963.1	84.211	798	126	0	1	798	22	819	0.0	1362
TLR02	XP_069098955.1	84.211	798	126	0	1	798	22	819	0.0	1362
TLR02	XP_069098947.1	84.211	798	126	0	1	798	22	819	0.0	1362
TLR02	XP_069058203.1	29.804	765	496	17	36	784	34	773	1.03e-107	348
TLR02	XP_069058202.1	29.804	765	496	17	36	784	34	773	1.03e-107	348
TLR02	XP_069058201.1	29.804	765	496	17	36	784	34	773	1.03e-107	348
TLR02	XP_069058200.1	29.804	765	496	17	36	784	34	773	1.03e-107	348
TLR02	XP_069058206.1	32.573	789	469	21	36	795	31	785	7.39e-104	338
TLR02	XP_069058205.1	32.573	789	469	21	36	795	31	785	7.39e-104	338
TLR02	XP_069074050.1	30.181	772	502	15	36	784	34	791	5.22e-87	294
TLR02	XP_069074049.1	30.181	772	502	15	36	784	34	791	5.22e-87	294
TLR02	XP_069074048.1	30.181	772	502	15	36	784	34	791	5.22e-87	294
TLR02	XP_069055488.1	29.195	435	279	9	208	634	38	451	5.62e-48	178
TLR02	XP_069098636.1	26.188	863	495	33	7	784	24	829	2.10e-42	167
TLR02	XP_069100715.1	31.335	367	222	12	439	786	579	934	2.44e-41	164
TLR02	XP_069060807.1	25.315	873	485	28	42	791	223	1051	6.83e-40	160
TLR02	XP_069060808.1	25.315	873	485	28	42	791	213	1041	6.93e-40	160
TLR02	XP_069060806.1	25.315	873	485	28	42	791	275	1103	7.34e-40	160
TLR02	XP_069098637.1	28.652	534	303	21	306	784	233	743	1.24e-34	142
TLR02	XP_069056791.1	25.268	839	488	34	55	788	135	939	1.44e-32	136
TLR02	XP_069057501.1	30.068	296	191	6	498	787	644	929	2.31e-32	136
TLR02	XP_069057500.1	30.068	296	191	6	498	787	644	929	2.31e-32	136
TLR02	XP_069089940.1	26.042	768	467	33	80	778	117	852	2.96e-31	132
TLR02	XP_069089941.1	26.042	768	467	33	80	778	109	844	4.52e-31	132
TLR02	XP_069098419.1	34.483	203	123	3	594	787	742	943	4.36e-29	125
TLR02	XP_069098418.1	34.483	203	123	3	594	787	720	921	5.75e-29	125
TLR02	XP_069060809.1	29.565	345	218	12	461	789	696	1031	6.81e-29	125
TLR02	XP_069097942.1	34.146	205	121	4	594	787	744	945	7.30e-29	125
TLR02	XP_069062951.1	28.607	402	243	13	414	787	638	1023	1.87e-26	117
TLR02	XP_069056155.1	22.416	919	543	30	7	788	13	898	3.02e-26	116
TLR02	XP_069056148.1	22.416	919	543	30	7	788	13	898	3.02e-26	116
TLR02	XP_069056139.1	22.416	919	543	30	7	788	13	898	3.02e-26	116
TLR02	XP_069056169.1	25.436	401	265	14	416	788	370	764	1.30e-22	104
TLR02	XP_069062979.1	27.979	386	236	15	416	773	72	443	1.80e-21	99.4
TLR02	XP_069096738.1	39.024	123	61	4	643	765	53	161	2.76e-16	83.2
TLR02	XP_069096737.1	39.024	123	61	4	643	765	53	161	2.76e-16	83.2
TLR02	XP_069096736.1	39.024	123	61	4	643	765	53	161	2.76e-16	83.2
TLR02	XP_069096735.1	39.024	123	61	4	643	765	53	161	2.76e-16	83.2
TLR02	XP_069096734.1	39.024	123	61	4	643	765	53	161	2.76e-16	83.2
TLR02	XP_069077917.1	36.095	169	103	3	28	192	47	214	6.33e-15	79.7
TLR02	XP_069077916.1	36.095	169	103	3	28	192	47	214	6.33e-15	79.7
TLR02	XP_069077915.1	36.095	169	103	3	28	192	47	214	6.33e-15	79.7
TLR02	XP_069077914.1	36.095	169	103	3	28	192	47	214	6.33e-15	79.7
TLR02	XP_069077913.1	36.095	169	103	3	28	192	47	214	6.33e-15	79.7
TLR02	XP_069085476.1	32.143	196	124	5	1	192	17	207	3.93e-14	77.4
TLR02	XP_069055443.1	30.337	178	122	2	25	201	28	204	2.22e-12	72.4
TLR02	XP_069087229.1	25.448	279	185	6	22	291	17	281	4.18e-12	70.9
TLR02	XP_069087228.1	25.448	279	185	6	22	291	17	281	4.18e-12	70.9
TLR02	XP_069087227.1	25.448	279	185	6	22	291	17	281	4.18e-12	70.9
TLR02	XP_069073134.1	31.034	174	95	2	40	189	40	212	1.32e-11	68.2
TLR02	XP_069057103.1	32.487	197	124	4	2	192	19	212	1.36e-11	69.3
TLR02	XP_069057102.1	32.487	197	124	4	2	192	19	212	1.36e-11	69.3
TLR02	XP_069057101.1	32.487	197	124	4	2	192	19	212	1.36e-11	69.3
TLR02	XP_069057100.1	32.487	197	124	4	2	192	19	212	1.36e-11	69.3
TLR02	XP_069057099.1	32.487	197	124	4	2	192	19	212	1.36e-11	69.3
TLR02	XP_069078067.1	22.500	440	292	14	8	424	33	446	2.91e-11	68.6
TLR02	XP_069073413.1	26.316	266	170	6	32	284	28	280	4.19e-11	67.4
TLR02	XP_069078296.1	25.956	366	215	9	40	400	56	370	4.97e-11	67.4
TLR02	XP_069078295.1	25.956	366	215	9	40	400	60	374	5.78e-11	67.0
